Ticket_ID,Client_ID,Product,Issue_Type,Priority,Created_Date,Resolved_Date,Resolution_Hours,SLA_Target_Hours,SLA_Met,Status,Assigned_Agent,Contact_Channel,Customer_Satisfaction
TKT-02000,CLI-0045,SecureNet Suite,Data Sync Error,High,2024-12-04,,,8,No,Open,Pooja Gupta,Email,
TKT-01964,CLI-0073,CloudShift Platform,Server Downtime,Medium,2024-01-17,2024-01-19,50.6,24,No,Resolved,Neha Gupta,Chat,3
TKT-00008,CLI-0295,AnalyticsEdge,API Integration Failure,Low,2023-10-12,2023-10-12,3.4,48,Yes,Resolved,Rahul Das,Portal,5
TKT-01374,CLI-0008,SecureNet Suite,Dashboard Bug,Medium,2023-12-15,2023-12-16,36.6,24,No,Resolved,Priya Patel,Portal,2
TKT-01314,CLI-0141,DataVault Pro,Dashboard Bug,Critical,2023-04-06,06-04-2023,9.7,4,No,Resolved,Manish Nair,Portal,4
TKT-00834,CLI-0052,DataVault Pro,Data Sync Error,Low,2023-12-12,,,48,Yes,In Progress,Deepika Mishra,Portal,
TKT-01046,CLI-0121,DataVault Pro,Billing  Query,Critical,2024-02-07,2024-02-07,5.4,4,No,Resolved,Deepika Mishra,Portal,
TKT-01553,CLI-0004,DevOps Accelerator,Report Inaccuracy,Medium,01/21/2024,2024-01-21,15.5,24,Yes,Resolved,Rahul Das,Email,4
TKT-02500,CLI-0017,DataVault Pro,Access Permission Issue,Critical,2025-01-15,,,4,No,Escalated,Ananya Joshi,Portal,
TKT-02923,CLI-0215,AI Insights Module,Billing Query,Low,2023-10-08,2023-10-11,93.5,48,No,Resolved,Deepika Mishra,Email,5
TKT-03393,CLI-0231,DevOps Accelerator,Server Downtime,Medium,2023-11-06,2023-11-06,4.6,24,Yes,Resolved,Ananya Joshi,Portal,
TKT-00402,CLI-0075,DataVault Pro,Data Sync Error,Medium,2024-05-15,2024-05-16,33.5,24,No,Resolved,Priya Patel,Email,
TKT-01799,CLI-0238,AI Insights Module,Onboarding Support,Critical,2023-12-31,2023-12-31,7.1,4,No,Resolved,Kavya Iyer,Portal,3
TKT-02940,CLI-0272,SecureNet Suite,Report Inaccuracy,Medium,2024-01-12,2024-01-13,42.0,24,No,Resolved,Arjun Mishra,Portal,1
TKT-01941,CLI-0046,AnalyticsEdge,Billing Query,Medium,2023-05-28,2023-05-28,6.0,24,Yes,Resolved,Nikhil Mehta,Email,
TKT-02022,CLI-0142,AI Insights Module,Onboarding Support,Medium,2023-12-11,2023-12-12,31.1,24,No,Resolved,Pooja Iyer,Portal,5
TKT-00381,CLI-0075,DevOps Accelerator,Data Sync Error,High,2025-02-13,2025-02-13,3.8,8,Yes,Resolved,Arjun Mishra,Portal,5
TKT-03627,CLI-0109,AI Insights Module,Server Downtime,Critical,2024-06-28,,,4,Yes,In Progress,Rahul Das,Portal,
TKT-00649,CLI-0284,SecureNet Suite,API Integration Failure,Low,2024-06-25,2024-06-28,93.0,48,No,Resolved,Divya Reddy,Portal,4
TKT-02065,CLI-0287,DataVault Pro,Login Issue,Medium,2024-08-18,,,24,Yes,Open,Manish Nair,Email,
TKT-02491,CLI-0050,CloudShift Platform,Security Alert,Low,2024-08-13,2024-08-17,118.5,48,No,Resolved,Deepika Mishra,Chat,4
TKT-01248,CLI-0002,DataVault Pro,Feature Request,High,2023-11-01,2023-11-01,16.5,8,No,Resolved,Nikhil Reddy,Email,4
TKT-01913,CLI-0147,AnalyticsEdge,Login Issue,Medium,2023-10-18,2023-10-19,28.6,24,No,Resolved,Pooja Gupta,Chat,4
TKT-02612,CLI-0296,SecureNet Suite,Billing Query,Low,2023-02-08,2023-02-10,58.4,48,No,Resolved,Karan Rao,Chat,1
TKT-02847,CLI-0063,SecureNet Suite,API Integration Failure,High,2023-06-08,,,8,No,Escalated,Manish Nair,Portal,
TKT-02600,CLI-0300,SecureNet Suite,API Integration Failure,Medium,2023-08-30,,,24,No,Open,Divya Verma,Email,
TKT-00326,CLI-0277,AI Insights Module,Report Inaccuracy,Medium,2023-12-20,,,24,No,Open,Karan Gupta,Email,
TKT-01727,CLI-0248,DataVault Pro,API Integration Failure,Low,2024-09-22,2024-09-26,113.5,48,No,Resolved,,Portal,
TKT-02029,CLI-0145,CloudShift Platform,Feature Request,Medium,2023-03-17,2023-03-18,35.4,24,No,Resolved,Rahul Das,Chat,3
TKT-02452,CLI-0250,AnalyticsEdge,Onboarding Support,Medium,2024-06-01,2024-06-03,56.5,24,No,Resolved,Rahul Das,Phone,3
TKT-03597,CLI-0047,AnalyticsEdge,Data Sync Error,High,2023-02-03,2023-02-03,2.0,8,Yes,Resolved,Priya Nair,Chat,
TKT-03449,CLI-0120,DevOps Accelerator,Dashboard Bug,Low,2024-07-12,,,48,No,Escalated,Karan Gupta,Chat,
TKT-02273,CLI-0070,CloudShift Platform,Data Sync Error,Medium,2024-01-07,2024-01-08,38.7,24,No,Resolved,Karan Gupta,Email,5
TKT-03468,CLI-0236,AnalyticsEdge,Dashboard Bug,Medium,2024-05-13,,,24,No,Open,Divya Verma,Chat,
TKT-01877,CLI-0071,DevOps Accelerator,Access Permission Issue,,2023-03-30,2023-03-31,34.7,24,No,Resolved,Nikhil Reddy,Email,5
TKT-01181,CLI-0047,DataVault Pro,Server Downtime,Medium,2025-01-02,2025-01-04,57.3,24,No,Resolved,Divya Verma,Phone,5
TKT-02734,CLI-0295,CloudShift Platform,Billing Query,Medium,2023-03-31,,,24,No,In Progress,Pooja Patel,Phone,
TKT-00061,CLI-0180,DevOps Accelerator,Server Downtime,High,2023-04-01,,,8,No,Open,Karan Gupta,Phone,
TKT-02733,CLI-0090,AI Insights Module,Dashboard Bug,Medium,2024-05-10,,,24,Yes,Escalated,Rahul Das,Email,
TKT-01369,CLI-0005,DevOps Accelerator,Feature Request,Low,2023-01-29,,,48,No,Open,Deepika Mishra,Chat,
TKT-01273,CLI-0254,DevOps Accelerator,Access Permission Issue,Low,2024-04-14,2024-04-16,68.4,48,No,Resolved,Neha Gupta,Email,5
TKT-03799,CLI-0286,AnalyticsEdge,Server Downtime,Critical,2024-10-09,2024-10-09,6.1,4,No,Resolved,Ananya Joshi,Phone,5
TKT-00713,CLI-0251,AI Insights Module,Login Issue,Medium,2024-08-24,2024-08-26,57.4,24,No,Resolved,Pooja Gupta,Chat,5
TKT-00658,CLI-0159,AI Insights Module,Security Alert,Medium,2024-09-23,2024-09-24,35.0,24,No,Resolved,Pooja Iyer,Email,5
TKT-01934,CLI-0018,DevOps Accelerator,Security Alert,Low,2023-08-21,,,48,No,In Progress,Neha Gupta,Portal,
TKT-00830,CLI-0258,CloudShift Platform,Security Alert,Low,2023-07-07,2023-07-07,20.3,48,Yes,Resolved,Ananya Joshi,Chat,3
TKT-00092,CLI-0260,DevOps Accelerator,Feature Request,High,2023-07-24,2023-07-24,5.8,8,Yes,Resolved,Nikhil Reddy,Phone,4
TKT-00645,CLI-0287,DevOps Accelerator,Dashboard Bug,High,2025-03-04,2025-03-04,18.5,8,No,Resolved,Karan Gupta,Portal,4
TKT-03885,CLI-0242,AnalyticsEdge,API Integration Failure,High,2023-07-28,2023-07-28,13.9,8,No,Resolved,Rahul Das,Chat,
TKT-00979,CLI-0229,SecureNet Suite,Billing Query,High,2025-03-01,,,8,Yes,In Progress,Manish Nair,Phone,
TKT-01874,CLI-0267,CloudShift Platform,Feature Request,Critical,2024-12-25,2024-12-25,9.4,4,No,Resolved,Pooja Patel,Chat,4
TKT-00481,CLI-0046,DataVault Pro,Security Alert,Low,2024-09-18,,,48,No,In Progress,Pooja Gupta,Email,
TKT-00820,CLI-0011,DataVault Pro,Login Issue,Low,2023-06-07,,,48,Yes,In Progress,Ananya Joshi,Chat,
TKT-00668,CLI-0180,CloudShift Platform,Performance Lag,Critical,2025-03-15,,,4,Yes,Open,Divya Verma,Portal,
TKT-02637,CLI-0219,SecureNet Suite,Report Inaccuracy,Medium,2024-12-14,,,24,No,Open,Neha Gupta,Chat,
TKT-03257,CLI-0188,SecureNet Suite,Access  Permission  Issue,High,2024-01-08,2024-01-08,1.5,8,Yes,Resolved,Pooja Gupta,Phone,4
TKT-03691,CLI-0006,AnalyticsEdge,Performance Lag,Low,2024-05-10,2024-05-13,94.3,48,,Resolved,Siddharth Reddy,Portal,3
TKT-03412,CLI-0058,DevOps Accelerator,API Integration Failure,High,2024-06-13,,,8,No,Open,Priya Nair,Email,
TKT-00273,CLI-0003,DataVault Pro,Feature Request,Medium,2023-06-18,2023-06-18,9.3,24,Yes,Resolved,Karan Gupta,Phone,5
TKT-00384,CLI-0257,AI Insights Module,Access Permission Issue,Low,2023-03-04,2023-03-07,84.6,48,No,Resolved,Siddharth Reddy,Chat,4
TKT-02533,CLI-0231,SecureNet Suite,Onboarding Support,Low,2024-05-21,2024-05-25,118.3,48,No,Resolved,Divya Verma,Phone,4
TKT-02928,CLI-0121,CloudShift Platform,Onboarding Support,Medium,2023-02-27,2023-03-01,58.0,24,No,Resolved,Nikhil Mehta,Chat,
TKT-03808,CLI-0031,SecureNet Suite,Billing Query,Low,2023-09-19,,,48,Yes,In Progress,Divya Verma,Chat,
TKT-02907,CLI-0074,AI Insights Module,Feature Request,Medium,2025-03-05,2025-03-06,47.5,24,No,Resolved,Karan Rao,Phone,4
TKT-02460,CLI-0011,DevOps Accelerator,Access Permission Issue,Medium,2024-06-19,2024-06-20,40.9,24,No,Resolved,Neha Gupta,Phone,
TKT-02432,CLI-0104,DataVault Pro,Performance Lag,Low,2025-01-24,,,48,No,Escalated,Kavya Iyer,Portal,
TKT-01465,CLI-0136,SecureNet Suite,Access Permission Issue,Medium,2024-03-17,2024-03-18,47.3,24,No,Resolved,Pooja Patel,Email,4
TKT-01363,CLI-0061,AnalyticsEdge,Access Permission Issue,Medium,2024-06-21,,,24,No,Open,Arjun Mishra,Portal,
TKT-01342,CLI-0019,AnalyticsEdge,Performance Lag,Low,2024-07-17,,,48,Yes,Open,Deepika Mishra,Chat,
TKT-03340,CLI-0285,CloudShift Platform,Security Alert,High,2023-04-05,,,8,No,In Progress,Manish Nair,Chat,
TKT-00117,CLI-0149,CloudShift Platform,Dashboard Bug,Medium,2023-01-05,,,24,Yes,Escalated,Ananya Joshi,Portal,
TKT-01007,CLI-0041,AnalyticsEdge,Security Alert,Medium,2024-09-27,,,24,No,Escalated,Manish Nair,Phone,
TKT-00454,CLI-0131,CloudShift Platform,Billing Query,Medium,2024-02-18,,,24,No,Escalated,Rahul Das,Chat,
TKT-03842,CLI-0114,AI Insights Module,Dashboard Bug,Low,2025-02-18,,,48,No,In Progress,Priya Patel,Phone,
TKT-01226,CLI-0145,AI Insights Module,Security Alert,Low,2023-10-15,,,48,Yes,Open,Kavya Iyer,Phone,
TKT-00031,CLI-0189,AI Insights Module,Performance Lag,Medium,2023-08-28,2023-08-29,26.6,24,No,Resolved,Nikhil Reddy,Email,1
TKT-03769,CLI-0236,AnalyticsEdge,Security Alert,Medium,2023-12-27,,,24,No,In Progress,Priya Nair,Email,
TKT-00720,CLI-0253,SecureNet Suite,Feature Request,High,2023-03-21,2023-03-21,7.1,8,Yes,Resolved,Divya Reddy,Phone,4
TKT-01634,CLI-0131,DataVault Pro,Report Inaccuracy,Medium,2023-11-24,2023-11-24,17.8,24,Yes,Resolved,Pooja Gupta,Portal,
TKT-01148,CLI-0206,CloudShift Platform,API Integration Failure,High,2024-05-30,,,8,Yes,In Progress,Karan Gupta,Phone,
TKT-00880,CLI-0135,CloudShift Platform,Performance Lag,High,2024-08-10,2024-08-10,12.4,8,No,Resolved,Nikhil Mehta,Email,5
TKT-03931,CLI-0057,DataVault Pro,Report Inaccuracy,Low,2023-04-02,,,48,No,In Progress,Karan Rao,Phone,
TKT-00714,CLI-0106,AnalyticsEdge,Onboarding Support,High,2024-08-19,,,8,No,In Progress,Rahul Das,Portal,
TKT-02816,CLI-0190,CloudShift Platform,Access Permission Issue,Low,2023-06-26,2023-06-30,114.2,48,No,Resolved,Deepika Mishra,Email,
TKT-00992,CLI-0115,CloudShift Platform,Billing Query,Medium,2025-03-29,2025-03-30,34.2,24,No,Resolved,Nikhil Mehta,Chat,4
TKT-00903,CLI-0031,DevOps Accelerator,Dashboard Bug,Low,2024-06-04,,,48,No,In Progress,Nikhil Reddy,Portal,
TKT-01797,CLI-0169,DataVault Pro,Feature Request,,2024-09-30,2024-09-30,2.6,8,Yes,Resolved,Ananya Joshi,Chat,
TKT-01070,CLI-0158,CloudShift Platform,Feature Request,Low,2024-10-11,2024-10-13,69.8,48,No,Resolved,Deepika Mishra,Portal,5
TKT-00978,CLI-0151,DataVault Pro,Dashboard Bug,Low,2023-02-28,,,48,No,Open,Pooja Patel,Phone,
TKT-00702,CLI-0184,AnalyticsEdge,Access Permission Issue,Medium,2023-04-30,2023-05-02,49.6,24,No,Resolved,Neha Gupta,Chat,3
TKT-00925,CLI-0036,AI Insights Module,Performance Lag,Low,2023-04-28,,,48,No,Open,Pooja Iyer,Email,
TKT-01331,CLI-0036,DataVault Pro,Security Alert,Low,2023-04-07,,,48,,In Progress,Neha Gupta,Email,
TKT-02917,CLI-0146,AI Insights Module,Onboarding Support,High,2024-04-22,2024-04-22,2.4,8,Yes,Resolved,Siddharth Reddy,Email,5
TKT-03219,CLI-0075,AnalyticsEdge,Server Downtime,High,2024-01-31,2024-01-31,3.0,8,Yes,Resolved,Siddharth Reddy,Portal,4
TKT-02026,CLI-0078,DevOps Accelerator,Report Inaccuracy,Low,2024-07-26,,,48,Yes,In Progress,Rahul Das,Phone,
TKT-00305,CLI-0201,DevOps Accelerator,Login Issue,High,2024-04-22,2024-04-22,3.0,8,Yes,Resolved,Karan Rao,Chat,4
TKT-00023,CLI-0086,AnalyticsEdge,Data Sync Error,Low,2024-10-23,2024-10-27,114.6,48,No,Resolved,Rahul Das,Phone,4
TKT-00779,CLI-0288,SecureNet Suite,Performance Lag,,2024-05-14,2024-05-15,37.9,24,No,Resolved,Karan Gupta,Phone,2
TKT-00894,CLI-0046,CloudShift Platform,onboarding support,Medium,2023-06-09,2023-06-09,13.3,24,Yes,Resolved,Kavya Iyer,Email,2
TKT-02687,CLI-0005,SecureNet Suite,Performance Lag,Low,2023-10-23,,,48,Yes,In Progress,Siddharth Reddy,Email,
TKT-02160,CLI-0296,AI Insights Module,Security Alert,Medium,2024-07-06,,,24,No,Open,Karan Gupta,Chat,
TKT-01990,CLI-0038,AnalyticsEdge,Dashboard Bug,Medium,2023-02-15,2023-02-16,28.2,24,No,Resolved,Rahul Das,Phone,2
TKT-03544,CLI-0178,AnalyticsEdge,Performance Lag,Medium,06/07/2023,,,24,Yes,Escalated,Manish Nair,Portal,
TKT-02040,CLI-0198,CloudShift Platform,API Integration Failure,High,2024-01-02,,,8,No,In Progress,Manish Nair,Phone,
TKT-01419,CLI-0248,DevOps Accelerator,Login Issue,Medium,2024-04-26,2024-04-26,14.6,24,Yes,Resolved,Kavya Iyer,Portal,
TKT-01038,CLI-0026,CloudShift Platform,Security Alert,Medium,2023-07-26,2023-07-26,5.9,24,Yes,Resolved,Nikhil Mehta,Portal,5
TKT-00594,CLI-0147,CloudShift Platform,Report Inaccuracy,Medium,2024-01-30,,,24,No,Escalated,Nikhil Mehta,Phone,
TKT-02133,CLI-0125,CloudShift Platform,Feature Request,Low,2024-07-28,2024-07-29,43.3,48,Yes,Resolved,Arjun Mishra,Chat,4
TKT-02927,CLI-0272,CloudShift Platform,Report Inaccuracy,High,2023-07-16,2023-07-16,2.2,8,Yes,Resolved,Nikhil Reddy,Portal,
TKT-01343,CLI-0102,AnalyticsEdge,Report Inaccuracy,Medium,04/13/2023,2023-04-14,32.9,24,No,Resolved,Pooja Iyer,Portal,1
TKT-01942,CLI-0225,DataVault Pro,API Integration Failure,High,2024-03-29,,,8,No,Escalated,Rahul Das,Portal,
TKT-03102,CLI-0235,CloudShift Platform,Dashboard Bug,Medium,2023-09-28,,,24,Yes,Escalated,Pooja Gupta,Portal,
TKT-03637,CLI-0273,SecureNet Suite,Billing Query,High,2024-06-22,,,8,No,Open,Divya Reddy,Portal,
TKT-00098,CLI-0219,DevOps Accelerator,API Integration Failure,Low,2024-03-26,2024-03-27,31.5,48,Yes,Resolved,Pooja Gupta,Portal,
TKT-03971,CLI-0142,DataVault Pro,Report Inaccuracy,High,2024-07-18,2024-07-18,7.9,8,Yes,Resolved,Nikhil Mehta,Email,5
TKT-02884,CLI-0286,DataVault Pro,Billing Query,High,2023-04-12,2023-04-12,16.4,8,No,Resolved,Pooja Gupta,Email,2
TKT-01216,CLI-0176,DevOps Accelerator,Dashboard Bug,Medium,2025-03-20,,,24,,Open,Siddharth Reddy,Chat,
TKT-01020,CLI-0159,DevOps Accelerator,Server Downtime,,2023-02-04,2023-02-06,52.4,24,No,Resolved,Rahul Das,Phone,
TKT-00585,CLI-0206,AI Insights Module,Access Permission Issue,High,01/12/2024,2024-01-12,11.6,8,No,Resolved,Pooja Gupta,Chat,5
TKT-02331,CLI-0272,AI Insights Module,Billing Query,Low,10/17/2024,2024-10-21,119.2,48,No,Resolved,Siddharth Reddy,Portal,
TKT-01095,CLI-0041,DevOps Accelerator,Onboarding Support,Medium,2023-02-08,,,24,No,Open,Karan Rao,Portal,
TKT-02478,CLI-0030,CloudShift Platform,Access Permission Issue,Medium,2025-03-14,15-03-2025,33.2,24,No,Resolved,Ananya Joshi,Email,4
TKT-01346,CLI-0281,AnalyticsEdge,API Integration Failure,Critical,2024-03-25,2024-03-25,3.3,4,Yes,Resolved,Karan Rao,Phone,3
TKT-03697,CLI-0048,AI Insights Module,Dashboard Bug,Low,2023-06-02,,,48,No,Open,Arjun Mishra,Email,
TKT-00520,CLI-0041,DataVault Pro,Data Sync Error,High,2023-09-23,,,8,Yes,In Progress,Divya Verma,Chat,
TKT-00611,CLI-0271,DataVault Pro,Dashboard Bug,Critical,2025-02-23,2025-02-23,7.5,4,No,Resolved,Siddharth Reddy,Phone,2
TKT-02841,CLI-0217,AI Insights Module,Feature Request,Medium,2023-07-21,2023-07-22,25.5,24,No,Resolved,Pooja Iyer,Chat,
TKT-01282,CLI-0027,AI Insights Module,Security Alert,Medium,2023-02-13,2023-02-13,12.3,24,Yes,Resolved,Priya Nair,Chat,2
TKT-00512,CLI-0002,AnalyticsEdge,API Integration Failure,Medium,2023-07-13,,,24,No,In Progress,Priya Nair,Phone,
TKT-00325,CLI-0155,CloudShift Platform,Dashboard Bug,Medium,2023-11-24,,,24,No,Escalated,Priya Patel,Phone,
TKT-02181,CLI-0150,AI Insights Module,Login Issue,Critical,2023-06-26,2023-06-26,5.6,4,No,Resolved,Kavya Iyer,Chat,3
TKT-03068,CLI-0212,AnalyticsEdge,Data Sync Error,Low,2023-11-29,,,48,Yes,Open,Nikhil Mehta,Chat,
TKT-01146,CLI-0163,CloudShift Platform,Server Downtime,High,2024-06-08,2024-06-08,17.2,8,No,Resolved,Manish Nair,Email,3
TKT-03207,CLI-0015,DevOps Accelerator,onboarding support,Medium,2024-12-09,2024-12-09,22.2,24,Yes,Resolved,Ananya Joshi,Portal,4
TKT-00195,CLI-0215,AI Insights Module,Onboarding Support,High,2025-01-22,2025-01-22,7.7,8,Yes,Resolved,Siddharth Reddy,Email,3
TKT-01548,CLI-0277,AnalyticsEdge,Data Sync Error,Medium,2023-06-23,,,24,No,In Progress,Priya Nair,Email,
TKT-00988,CLI-0079,DevOps Accelerator,Onboarding Support,Critical,2023-02-07,2023-02-07,5.8,4,No,Resolved,Nikhil Reddy,Chat,
TKT-03134,CLI-0203,CloudShift Platform,API Integration Failure,Low,2024-10-01,,,48,Yes,Escalated,Rahul Das,Phone,
TKT-00934,CLI-0162,AnalyticsEdge,Dashboard Bug,Medium,2024-02-01,,,24,No,Escalated,Divya Verma,Phone,
TKT-03341,CLI-0271,AI Insights Module,API Integration Failure,High,2025-01-15,,,8,No,Escalated,Rahul Das,Email,
TKT-02800,CLI-0275,DataVault Pro,Login Issue,Low,2023-11-02,2023-11-05,90.0,48,No,Resolved,Nikhil Reddy,Email,5
TKT-00048,CLI-0293,SecureNet Suite,Login Issue,Low,2024-04-25,2024-04-26,43.3,48,Yes,Resolved,Divya Verma,Portal,3
TKT-00475,CLI-0080,DevOps Accelerator,Onboarding Support,High,2023-06-05,2023-06-05,6.0,8,Yes,Resolved,Nikhil Reddy,Email,3
TKT-01353,CLI-0197,SecureNet Suite,Login Issue,High,2024-08-28,2024-08-28,3.6,8,Yes,Resolved,Karan Gupta,Chat,3
TKT-01197,CLI-0201,DevOps Accelerator,Onboarding Support,Critical,2024-05-22,2024-05-22,4.2,4,No,Resolved,Karan Gupta,Chat,3
TKT-00183,CLI-0097,AnalyticsEdge,Billing Query,High,2024-05-20,,,8,Yes,In Progress,Ananya Joshi,Chat,
TKT-02965,CLI-0296,SecureNet Suite,Server Downtime,Low,2023-12-10,2023-12-11,26.7,48,Yes,Resolved,Rahul Das,Phone,4
TKT-03812,CLI-0123,AnalyticsEdge,Onboarding Support,Medium,2024-09-01,2024-09-01,7.2,24,Yes,Resolved,Kavya Iyer,Portal,4
TKT-00882,CLI-0219,AI Insights Module,Feature Request,Low,2024-12-05,,,48,No,Escalated,Nikhil Mehta,Chat,
TKT-01108,CLI-0064,CloudShift Platform,Dashboard Bug,Critical,03/12/2023,2023-03-12,3.5,4,Yes,Resolved,Priya Patel,Phone,5
TKT-02831,CLI-0011,AnalyticsEdge,Security Alert,Medium,2025-02-05,,,24,,Open,Rahul Das,Chat,
TKT-00504,CLI-0192,DevOps Accelerator,Performance Lag,Low,2024-03-30,2024-04-03,107.7,48,No,Resolved,Pooja Iyer,Phone,3
TKT-01795,CLI-0011,DevOps Accelerator,Login Issue,Medium,2023-11-27,2023-11-27,18.7,24,Yes,Resolved,Nikhil Mehta,Portal,5
TKT-03064,CLI-0077,DevOps Accelerator,Report Inaccuracy,Low,2023-01-11,2023-01-13,67.4,48,No,Resolved,Priya Patel,Email,2
TKT-01203,CLI-0038,CloudShift Platform,Security Alert,High,2024-07-09,,,8,Yes,Escalated,Nikhil Reddy,Chat,
TKT-01569,CLI-0279,CloudShift Platform,Dashboard Bug,Medium,2024-05-13,,,24,Yes,Open,Siddharth Reddy,Chat,
TKT-01891,CLI-0078,AnalyticsEdge,Billing Query,Low,06/05/2023,2023-06-05,5.7,48,Yes,Resolved,Pooja Patel,Phone,4
TKT-03177,CLI-0164,SecureNet Suite,Data Sync Error,High,2023-02-06,,,8,No,Open,Priya Patel,Chat,
TKT-02220,CLI-0034,AnalyticsEdge,Security Alert,Low,2024-11-23,,,48,No,Open,Rahul Das,Portal,
TKT-02218,CLI-0085,CloudShift Platform,Billing Query,High,2024-11-16,2024-11-16,14.5,8,No,Resolved,Deepika Mishra,Chat,4
TKT-02263,CLI-0258,DevOps Accelerator,Feature Request,High,2023-08-31,2023-08-31,4.1,8,Yes,Resolved,Karan Rao,Portal,
TKT-02866,CLI-0015,AI Insights Module,Billing Query,High,2024-01-03,2024-01-03,17.5,8,No,Resolved,Pooja Patel,Email,
TKT-02262,CLI-0193,DataVault Pro,Onboarding Support,Critical,05/06/2023,2023-05-06,3.0,4,Yes,Resolved,Ananya Joshi,Phone,5
TKT-03800,CLI-0250,CloudShift Platform,API Integration Failure,Critical,2023-11-22,,,4,No,In Progress,Rahul Das,Chat,
TKT-02418,CLI-0178,SecureNet Suite,Login Issue,High,2024-02-08,2024-02-08,8.5,8,No,Resolved,Nikhil Mehta,Portal,3
TKT-00495,CLI-0237,DataVault Pro,server downtime,High,2024-05-11,,,8,No,Escalated,Divya Reddy,Phone,
TKT-00308,CLI-0185,AnalyticsEdge,Data Sync Error,High,2024-12-30,,,8,No,Escalated,Rahul Das,Phone,
TKT-01399,CLI-0207,AI Insights Module,Data Sync Error,Critical,02/03/2025,2025-02-03,8.3,4,No,Resolved,Pooja Gupta,Portal,2
TKT-00051,CLI-0255,DevOps Accelerator,Security Alert,Medium,2023-10-11,2023-10-12,34.2,24,No,Resolved,Rahul Das,Chat,3
TKT-03444,CLI-0244,SecureNet Suite,Server Downtime,Medium,2023-09-06,,,24,No,Open,Pooja Gupta,Email,
TKT-02707,CLI-0131,DevOps Accelerator,Access Permission Issue,Low,2024-08-21,2024-08-23,51.6,48,,Resolved,Nikhil Reddy,Phone,4
TKT-01037,CLI-0289,DataVault Pro,Report Inaccuracy,High,2023-07-14,2023-07-14,3.0,8,Yes,Resolved,Ananya Joshi,Email,2
TKT-03070,CLI-0159,AnalyticsEdge,Performance Lag,Medium,2023-12-25,,,24,Yes,Open,Manish Nair,Portal,
TKT-02066,CLI-0198,SecureNet Suite,Onboarding Support,Medium,2024-06-26,2024-06-28,54.9,24,No,Resolved,Neha Gupta,Portal,3
TKT-01982,CLI-0046,SecureNet Suite,Onboarding Support,Critical,2024-11-23,2024-11-23,3.6,4,Yes,Resolved,Kavya Iyer,Email,3
TKT-03307,CLI-0093,CloudShift Platform,Report Inaccuracy,Medium,2023-07-28,,,24,Yes,Open,Pooja Gupta,Email,
TKT-00688,CLI-0083,AI Insights Module,API Integration Failure,Low,2024-07-16,2024-07-16,16.5,48,Yes,Resolved,Karan Gupta,Email,4
TKT-01983,CLI-0106,CloudShift Platform,Login Issue,Critical,2024-11-21,2024-11-21,0.7,4,Yes,Resolved,Karan Rao,Phone,4
TKT-03748,CLI-0268,AnalyticsEdge,Security Alert,Low,2025-02-09,,,48,Yes,In Progress,Karan Gupta,Phone,
TKT-01224,CLI-0001,DevOps Accelerator,Security Alert,Medium,2024-11-06,,,24,No,Open,Karan Rao,Phone,
TKT-00012,CLI-0011,DataVault Pro,Onboarding Support,Medium,2024-08-20,,,24,Yes,In Progress,Manish Nair,Phone,
TKT-01061,CLI-0272,SecureNet Suite,Onboarding Support,High,2023-05-20,2023-05-20,15.7,8,No,Resolved,Nikhil Reddy,Email,3
TKT-02177,CLI-0041,CloudShift Platform,API Integration Failure,High,2023-02-14,2023-02-14,18.8,8,No,Resolved,Rahul Das,Phone,3
TKT-03837,CLI-0190,SecureNet Suite,Login Issue,Medium,2024-03-07,2024-03-07,22.6,24,Yes,Resolved,Kavya Iyer,Email,
TKT-02359,CLI-0282,DataVault Pro,Dashboard Bug,Medium,2023-03-20,2023-03-20,4.5,24,Yes,Resolved,Pooja Iyer,Email,4
TKT-02095,CLI-0104,AnalyticsEdge,Billing Query,High,2024-04-06,2024-04-06,6.0,8,Yes,Resolved,Rahul Das,Portal,4
TKT-02852,CLI-0175,SecureNet Suite,Billing Query,Low,2024-08-09,2024-08-12,78.8,48,No,Resolved,Deepika Mishra,Phone,4
TKT-03133,CLI-0179,AI Insights Module,Data Sync Error,Medium,2023-08-05,07-08-2023,51.7,24,No,Resolved,Manish Nair,Email,2
TKT-03678,CLI-0127,SecureNet Suite,Data Sync Error,Medium,2024-05-08,,,24,No,In Progress,Arjun Mishra,Portal,
TKT-03413,CLI-0135,SecureNet Suite,API Integration Failure,Medium,2024-08-22,,,24,Yes,Open,Nikhil Reddy,Phone,
TKT-03726,CLI-0168,DataVault Pro,Onboarding Support,High,2023-07-04,,,8,Yes,In Progress,Nikhil Reddy,Portal,
TKT-00036,CLI-0040,AnalyticsEdge,Security Alert,Medium,2024-12-20,2024-12-21,35.6,24,,Resolved,Priya Nair,Chat,4
TKT-01647,CLI-0208,SecureNet Suite,Onboarding Support,Medium,2024-02-09,2024-02-09,16.7,24,Yes,Resolved,Arjun Mishra,Phone,4
TKT-01069,CLI-0185,DevOps Accelerator,Feature Request,Medium,2023-08-19,2023-08-19,18.3,24,,Resolved,Nikhil Mehta,Email,
